,name,price,href,img_url,additional_name
96,Krpa za brisanje prahu za radiatorje | DUSTOFF,16.99,https://vigoshop.si/izdelek/radiator-duster-dustoff-2/,https://vigoshop.si/app/uploads/2023/02/Radiator-Duster-Featured-Img-min-324x324.jpg,Krpa za brisanje prahu za radiatorje | DUSTOFF
97,Rojstnodnevna svečka presenečenja | MAGICGLIM,16.99,https://vigoshop.si/izdelek/happy-birthday-lotus-flower-musical-candle-2/,https://vigoshop.si/app/uploads/2023/02/Lotus-Flower-Musical-Candle-Featured-Img-min-324x324.jpg,Rojstnodnevna svečka presenečenja | MAGICGLIM
98,Bodi in kopalke za oblikovanje telesa | FITLINE,19.99,https://vigoshop.si/izdelek/fitline-black-pink-m-l-xl/,https://vigoshop.si/app/uploads/2023/04/FITLINE-FEATURED-IMG-min-324x324.jpg,Bodi in kopalke za oblikovanje telesa | FITLINE
99,Božične nalepke (90 kom) | XMASCLINGS,14.99,https://vigoshop.si/izdelek/bozicne-nalepke-xmasclings/,https://vigoshop.si/app/uploads/2022/09/Santa-Toy-Christmas-Static-Stickers-Featured-Img-min-2-324x324.jpg,Božične nalepke (90 kom) | XMASCLINGS
100,Kavlji za obešalnik (20 kosov) | SPACEHOOKS,16.99,https://vigoshop.si/izdelek/space-saving-hanger-hooks-20-pcs-spacehooks/,https://vigoshop.si/app/uploads/2023/09/SPACEHOOKS-20-piece-set-324x324.jpg,Kavlji za obešalnik (20 kosov) | SPACEHOOKS
101,Pasja postelja PAWNEST,22.99,https://vigoshop.si/izdelek/pasja-postelja-pawnest/,https://vigoshop.si/app/uploads/2022/12/PAWNEST_1-324x324.jpg,Pasja postelja PAWNEST
102,Udobni čevlji | REINFORCE,23.99,https://vigoshop.si/izdelek/safety-footwear-reinforce/,https://vigoshop.si/app/uploads/2023/05/Reinforce-4-324x324.jpg,Udobni čevlji | REINFORCE
103,Šoba za polnjenje olja s pištolo za mazanje | GREASEJET,18.99,https://vigoshop.si/izdelek/grease-gun-oil-filling-nozzle-greasejet/,https://vigoshop.si/app/uploads/2023/05/GREASEJET-_Feature-1-1-324x324.jpg,Šoba za polnjenje olja s pištolo za mazanje | GREASEJET
104,Jeklena motika z odprtino | GRASSOE,22.99,https://vigoshop.si/izdelek/new-all-steel-hardened-hollow-hoe-2/,https://vigoshop.si/app/uploads/2023/02/Hollow_Hoe_Featured_Img-min-1-324x324.gif,Jeklena motika z odprtino | GRASSOE
105,Papirnate posodice proti prijemanju hrane in umazaniji | BAKELINER,16.99,https://vigoshop.si/izdelek/non-stick-air-fryer-disposable-paper-liners-bakeliner-2/,https://vigoshop.si/app/uploads/2023/09/BAKELINER-50-piece-set-min-324x324.jpg,Papirnate posodice proti prijemanju hrane in umazaniji | BAKELINER
106,Električne škarje | WHIZZPRUNER,54.99,https://vigoshop.si/izdelek/elektricne-skarje-whizzpruner/,https://vigoshop.si/app/uploads/2023/03/WHIZZPRUNER-324x324.jpg,Električne škarje | WHIZZPRUNER
107,Jeans hlače za oblikovanje postave | FITDENIM,17.99,https://vigoshop.si/izdelek/shapewear-jeans-fitdenim-2/,https://vigoshop.si/app/uploads/2023/04/FITDENIM-324x324.jpg,Jeans hlače za oblikovanje postave | FITDENIM
108,Komplet 4 vodoodpornih LED lučk z daljinskim upravljanjem | AQUASHEIN,22.99,https://vigoshop.si/izdelek/glowwaterlights-4-waterproof-led-lights-with-remote-control-aquashein-2/,https://vigoshop.si/app/uploads/2023/04/AQUASHEIN6-324x324.jpg,Komplet 4 vodoodpornih LED lučk z daljinskim upravljanjem | AQUASHEIN
109,Večnamenski rezalnik | SLICEWISE,19.99,https://vigoshop.si/izdelek/vegetable-chopper-multipurpose-chopper-for-vegetables-and-fruits-slicewise-2/,https://vigoshop.si/app/uploads/2022/12/slicewise_product-image-324x324.jpg,Večnamenski rezalnik | SLICEWISE
110,Vodoodporna lutka za igranje v vodi BUDDYSWIM,19.99,https://vigoshop.si/izdelek/vodoodporna-lutka-za-igranje-v-vodi-buddyswim/,https://vigoshop.si/app/uploads/2023/10/BETTY-JPG-4-324x324.jpg,Vodoodporna lutka za igranje v vodi BUDDYSWIM
111,Masažni aparat za vakuumsko terapijo CUPPY,23.99,https://vigoshop.si/izdelek/masazni-aparat-za-vakuumsko-terapijo-cuppy/,https://vigoshop.si/app/uploads/2021/05/Electric_Cupping_Machine_Featured_Img-min-324x324.jpg,Masažni aparat za vakuumsko terapijo CUPPY
112,Zabavni kaktus DANCETUS,14.99,https://vigoshop.si/izdelek/zabavni-kaktus-dancetus/,https://vigoshop.si/app/uploads/2022/11/DANCETUS_1-324x324.jpg,Zabavni kaktus DANCETUS
113,Termo-Shaper + CAPRI hlače GRATIS,19.99,https://vigoshop.si/izdelek/termo-shaper-za-oblikovanje-postave-kopija-2/,https://vigoshop.si/app/uploads/2021/02/TERMOSHAPER2W_02.02.21_ZIGA-NATASA_IMAGE_V1-324x324.jpg,Termo-Shaper + CAPRI hlače GRATIS
114,Kuhinjski silikonski pokrovčki (12 kosov) | SILICAPS,17.99,https://vigoshop.si/izdelek/set-of-12-silicon-caps-silicaps/,https://vigoshop.si/app/uploads/2023/09/SILICON-CAPS-MAIN-IMG-min-324x324.jpg,Kuhinjski silikonski pokrovčki (12 kosov) | SILICAPS
115,Elastika za trening ABPULLER,17.99,https://vigoshop.si/izdelek/elastika-za-trening-abpuller/,https://vigoshop.si/app/uploads/2022/12/Training-Elastic-Featured-Img-min-1-324x324.jpg,Elastika za trening ABPULLER
116,Grelni USB vložki za čevlje HOTFEET,18.99,https://vigoshop.si/izdelek/grelni-usb-vlozki-za-cevlje-hotfeet/,https://vigoshop.si/app/uploads/2023/01/HOTFEET-324x324.jpg,Grelni USB vložki za čevlje HOTFEET
117,Pripomoček za vaje za prste | FINGERFLEX,17.99,https://vigoshop.si/izdelek/finger-exercises-fingerflex-2/,https://vigoshop.si/app/themes/vigoshop-child-theme/assets/img/placeholder.png,Pripomoček za vaje za prste | FINGERFLEX
118,Čipkasti prilagodljivi nedrček brez naramnic LUXETTE,21.99,https://vigoshop.si/izdelek/cipkasti-prilagodljivi-nedrcek-brez-naramnic-luxette/,https://vigoshop.si/app/uploads/2022/10/Lace_Strapless_Drawstring_Bandeau_Gallery_Img4-min-324x324.jpg,Čipkasti prilagodljivi nedrček brez naramnic LUXETTE
119,Vložki za ploska stopala  (2 kosa) | SOLEBRACE,16.99,https://vigoshop.si/izdelek/flat-feet-insoles-2-pieces-solebrace-2/,https://vigoshop.si/app/uploads/2023/02/Flat-Foot-Inserts-Featured-Img-min-2-1-324x324.jpg,Vložki za ploska stopala  (2 kosa) | SOLEBRACE
120,Podloga za mačje stranišče | CATMAT,18.99,https://vigoshop.si/izdelek/sand-trapper-cat-litter-mat-catmat/,https://vigoshop.si/app/uploads/2023/05/CATMAT-FEATURED-IMG-min-1-324x324.jpg,Podloga za mačje stranišče | CATMAT
121,Snežne verige za avtomobilske pnevmatike (10 kosov) | NIFTCHAINS,19.99,https://vigoshop.si/izdelek/niftware-ultratread/,https://vigoshop.si/app/uploads/2023/11/cartire6-324x324.jpg,Snežne verige za avtomobilske pnevmatike (10 kosov) | NIFTCHAINS
122,Pištola za mehurčke z 69 luknjami in barvnimi LED lučmi | BUBBLEPUFF,19.99,https://vigoshop.si/izdelek/69-hole-bubble-gun-with-colorful-led-lights-2/,https://vigoshop.si/app/uploads/2023/04/Hole-Bubble-Gun-Featured-Img-min-1-1-324x324.jpg,Pištola za mehurčke z 69 luknjami in barvnimi LED lučmi | BUBBLEPUFF
123,Glasbeni Božiček na vrvi SANTACLIMB,17.99,https://vigoshop.si/izdelek/glasbeni-bozicek-na-vrvi-santaclimb/,https://vigoshop.si/app/uploads/2022/09/Santaclimb-Featured-Img-min-324x324.jpg,Glasbeni Božiček na vrvi SANTACLIMB
124,"Čarobna odeja, ki se sveti v temi BLANKGLOW",20.99,https://vigoshop.si/izdelek/carobna-odeja-ki-se-sveti-v-temi-blankglow/,https://vigoshop.si/app/uploads/2023/01/BLANKGLOW_1-324x324.jpg,"Čarobna odeja, ki se sveti v temi BLANKGLOW"
125,Senčnik za vetrobransko steklo | SHADESHELLA,21.99,https://vigoshop.si/izdelek/car-windshield-sunshade-shadeshella-2/,https://vigoshop.si/app/uploads/2023/05/38fbce0bf12da_SHADESHELLA-GALLERY-IMG2-min-324x324.jpg,Senčnik za vetrobransko steklo | SHADESHELLA
126,Električni odstranjevalec vlaken | FUZZOFF,19.99,https://vigoshop.si/izdelek/elektricni-odstranjevalec-vlaken-fuzoff-2/,https://vigoshop.si/app/uploads/2023/03/Electric-Lint-Remover-Featured-Img-min-324x324.jpg,Električni odstranjevalec vlaken | FUZZOFF
127,Projektor in zvočnik 2v1 | GALAXYGLOW,21.99,https://vigoshop.si/izdelek/galaxy-light-aurora-projector-galaxyglow/,https://vigoshop.si/app/uploads/2023/10/1-galaxyglow-pp-324x324.jpg,Projektor in zvočnik 2v1 | GALAXYGLOW
128,Oprsnica s povodcem za mačke | CATAROUND,17.99,https://vigoshop.si/izdelek/adjustable-cat-harness-and-leash-set-for-walking-cataround-2/,https://vigoshop.si/app/uploads/2023/03/CATAROUND-FEATURED-IMG-min-324x324.jpg,Oprsnica s povodcem za mačke | CATAROUND
129,Komplet solarnih svetilk za vrt in teraso(3 kosi) | LUMIGARD,19.99,https://vigoshop.si/izdelek/solar-garden-and-terrace-lighting-lumigard-2/,https://vigoshop.si/app/uploads/2023/09/LUMIGARD-3-piece-set-324x324.jpg,Komplet solarnih svetilk za vrt in teraso(3 kosi) | LUMIGARD
130,Profesionalni komplet za graviranje lesa in spajkanje | PYROPEN,24.99,https://vigoshop.si/izdelek/professional-wood-burning-tool-set-pyropen-3/,https://vigoshop.si/app/uploads/2023/03/PYROPEN-FEATURED-IMG-min-2-324x324.jpg,Profesionalni komplet za graviranje lesa in spajkanje | PYROPEN
131,Žametne termo nogavice (8 parov) VELVOCKS,18.99,https://vigoshop.si/izdelek/zametne-termo-nogavice-velvocks/,https://vigoshop.si/app/uploads/2022/09/VELVOCKS-1-324x324.jpg,Žametne termo nogavice (8 parov) VELVOCKS
132,Zunanja svetlobna veriga | YARDBULBS,23.99,https://vigoshop.si/izdelek/outdoor-lamp-chain-yardbulbs-2/,https://vigoshop.si/app/uploads/2023/04/LedBulb-Featured-Img-min-1-324x324.jpg,Zunanja svetlobna veriga | YARDBULBS
133,Hlačke za oblikovanje postave Slim-Waist,19.99,https://vigoshop.si/izdelek/hlacke-za-oblikovanje-postave-slim-waist-copy3/,https://vigoshop.si/app/uploads/2018/12/hlacke-za-oblikovanje-postave-slim-waist-324x324.jpg,Hlačke za oblikovanje postave Slim-Waist
134,Kuhinjska pipa | TRIPLEFLOW,17.99,https://vigoshop.si/izdelek/adjustable-kitchen-faucet-tripleflow-2/,https://vigoshop.si/app/uploads/2023/03/TRIPLEFLOW-FEATURED-IMG-min-324x324.jpg,Kuhinjska pipa | TRIPLEFLOW
135,Večnamenski mešalnik za meso in zelenjavo | MULTIMINCER,22.99,https://vigoshop.si/izdelek/multifunctional-meat-and-vegetable-mixer-multimincer-2/,https://vigoshop.si/app/uploads/2023/09/MULTIMINCER_1-1-324x324.jpg,Večnamenski mešalnik za meso in zelenjavo | MULTIMINCER
136,Pajkice z zelo visokim pasom HIGHLEGS,24.99,https://vigoshop.si/izdelek/pajkice-z-zelo-visokim-pasom-highlegs/,https://vigoshop.si/app/uploads/2022/07/HIGHLEGS_10.12.21_UROS_IMAGE_SQUARE_V1-324x324.jpg,Pajkice z zelo visokim pasom HIGHLEGS
137,Pepelnik s čistilcem zraka | REEKOFF,18.99,https://vigoshop.si/izdelek/ashtray-for-air-purification-reekoff-2/,https://vigoshop.si/app/uploads/2023/03/CLEARSMOKE-FEATURED-IMG-min-2-324x324.jpg,Pepelnik s čistilcem zraka | REEKOFF
138,Vodoodporna LED lučka za ventil kolesa FLASHWHEELZ (2 kosa),20.99,https://vigoshop.si/izdelek/vodoodporna-led-lucka-za-ventil-kolesa-flashwheelz-2-kosa/,https://vigoshop.si/app/uploads/2021/12/Waterproof_Led_Wheel_Light_Featured_Img-min-324x324.jpg,Vodoodporna LED lučka za ventil kolesa FLASHWHEELZ (2 kosa)
139,"Razpršilo za olje, kis, vodo in ostale tekočine | FLAVORMIST",17.99,https://vigoshop.si/izdelek/liquid-sprayer-spray-for-oil-vinegar-water-and-other-liquids-2/,https://vigoshop.si/app/uploads/2023/03/FLAVORMIST-FEATURED-IMG-min-1-324x324.jpg,"Razpršilo za olje, kis, vodo in ostale tekočine | FLAVORMIST"
140,Mini prenosni električni brivnik | RAZOMATIC,21.99,https://vigoshop.si/izdelek/mini-portable-electric-shaver-razomatic-2/,https://vigoshop.si/app/uploads/2023/05/RAZOMATIC-FEATURED-IMG-min-1-324x324.jpg,Mini prenosni električni brivnik | RAZOMATIC
141,150-delni komplet za risanje in ustvarjanje ARTDECK,20.99,https://vigoshop.si/izdelek/150-delni-komplet-za-risanje-in-ustvarjanje-artdeck/,https://vigoshop.si/app/uploads/2022/11/150-Piece-Drawing-Kit-For-Creating-And-Developing-Featured-Img-min-324x324.jpg,150-delni komplet za risanje in ustvarjanje ARTDECK
142,Komplet posteljnih prevlek | FLEECEDREAM,28.99,https://vigoshop.si/izdelek/waffle-soft-covers-fleecedream/,https://vigoshop.si/app/uploads/2023/08/Waffle-Soft-Covers-Gallery-Img4-min-1-324x324.jpg,Komplet posteljnih prevlek | FLEECEDREAM
143,Elegantne moške hlače z elastiko | STRETCHIES,20.99,https://vigoshop.si/izdelek/elegant-mens-trousers-with-elastic-stretchies/,https://vigoshop.si/app/uploads/2023/03/STRETCHIES_Feature-Photo-324x324.jpg,Elegantne moške hlače z elastiko | STRETCHIES
144,Plišasta igrača s projekcijo zvezdnatega neba STARBEAR,17.99,https://vigoshop.si/izdelek/plisasta-igraca-s-projekcijo-zvezdnatega-neba-starbear/,https://vigoshop.si/app/uploads/2022/09/Starry-Plush-Featured-Img-min-324x324.jpg,Plišasta igrača s projekcijo zvezdnatega neba STARBEAR
145,3D samolepilne tapete (5 kosov) | FORMWALL,15.99,https://vigoshop.si/izdelek/waterproof-3d-self-adhesive-wallpapers-set-of-5-pieces-formwall/,https://vigoshop.si/app/uploads/2023/10/Waterproof-3D-Self-Adhesive-Wallpapers-Featured-Img-min-1-324x324.jpg,3D samolepilne tapete (5 kosov) | FORMWALL
146,Vrečke za organiziranje prtljage 6 v 1 | PACKERPRO,18.99,https://vigoshop.si/izdelek/6-in-1-travel-storage-organiser-bags-packerpro-2/,https://vigoshop.si/app/uploads/2023/09/PACKERPRO-6-piece-set-324x324.jpg,Vrečke za organiziranje prtljage 6 v 1 | PACKERPRO
147,CARGO LEGICE Z ŽEPI | CARGOFIT,21.99,https://vigoshop.si/izdelek/cargo-leggings-with-pockets-cargofit-2/,https://vigoshop.si/app/uploads/2023/04/CARGOFIT-FEATURED-IMG-min-324x324.jpg,CARGO LEGICE Z ŽEPI | CARGOFIT
148,Prenosna potovalna in zunanja vrvica za perilo s sponkami | HANGCLIP,17.99,https://vigoshop.si/izdelek/portable-travel-and-outdoor-clothesline-with-clips-hangclip/,https://vigoshop.si/app/uploads/2023/04/HANGCLIP-1-324x324.jpg,Prenosna potovalna in zunanja vrvica za perilo s sponkami | HANGCLIP
149,Rokavice z živalsko podobo MITTENPET,22.99,https://vigoshop.si/izdelek/rokavice-z-zivalsko-podobo-mittenpet/,https://vigoshop.si/app/uploads/2021/12/MITTENPET_10.12.21_UROS_IMAGE_SQUARE_V1-324x324.jpg,Rokavice z živalsko podobo MITTENPET
150,"Izjemno močan, vodoodporen lepilni trak | RHINOFIX",16.99,https://vigoshop.si/izdelek/super-strong-waterproof-tape-rhinofix-3/,https://vigoshop.si/app/uploads/2023/02/RHINOFIX-Product-photo-4-1-324x324.jpg,"Izjemno močan, vodoodporen lepilni trak | RHINOFIX"
151,Plišasti fotelj PLUSHY,24.99,https://vigoshop.si/izdelek/plisasti-fotelj-plushy/,https://vigoshop.si/app/uploads/2022/12/PLUSHY_9-324x324.jpg,Plišasti fotelj PLUSHY
152,Pripomoček za premikanje pohištva | MOVEJET,19.99,https://vigoshop.si/izdelek/pripomocek-za-premikanje-pohistva-movejet/,https://vigoshop.si/app/uploads/2022/12/MOVEJET_3-324x324.jpg,Pripomoček za premikanje pohištva | MOVEJET
153,Samolepilna folija v videzu marmorja (60 cm x 3 m) MARBLEEX,19.99,https://vigoshop.si/izdelek/marble-effect-self-adhesive-strip-60cm-x-3m-marbleex-2/,https://vigoshop.si/app/uploads/2023/03/MARBLEEX-FEATURED-IMG-min-1-324x324.jpg,Samolepilna folija v videzu marmorja (60 cm x 3 m) MARBLEEX
154,Pas brez zaponke | BUCKLEOFF (set 3 kosov),18.99,https://vigoshop.si/izdelek/pas-brez-zaponke-buckleoff-set-3-kosov/,https://vigoshop.si/app/uploads/2022/12/Buckleless-Belt-Gallery-Img7-min-1-324x324.jpg,Pas brez zaponke | BUCKLEOFF (set 3 kosov)
155,Palica za odstranjevanje dlak na hrbtu | BACKBLADE,18.99,https://vigoshop.si/izdelek/back-hair-removal-stick-backblade/,https://vigoshop.si/app/uploads/2023/05/BACKBLADE7-1-324x324.jpg,Palica za odstranjevanje dlak na hrbtu | BACKBLADE
156,PUSH UP SPODNJICE | PLUMPUP,19.99,https://vigoshop.si/izdelek/push-up-panties-plumpup-2/,https://vigoshop.si/app/uploads/2023/04/gallery_plumpup2-324x324.jpg,PUSH UP SPODNJICE | PLUMPUP
157,SRAJCA KI SE NE ZMEČKA | BRILLSHIRT,20.99,https://vigoshop.si/izdelek/wrinkle-free-shirt-brillshirt-2/,https://vigoshop.si/app/uploads/2023/03/BRILLSHIRT-FEATURED-IMG-min-2-324x324.jpg,SRAJCA KI SE NE ZMEČKA | BRILLSHIRT
158,Elegantna broška (3 kosi) | PEARLIES,16.99,https://vigoshop.si/izdelek/elegant-pearl-brooch-pearlies-3-pieces-2/,https://vigoshop.si/app/uploads/2023/03/PEARLIES-FEATURED-IMG-min-324x324.jpg,Elegantna broška (3 kosi) | PEARLIES
159,Profesionalni komplet za domače testenine RAVIOLIS,19.99,https://vigoshop.si/izdelek/profesionalni-komplet-za-domace-testenine-raviolis/,https://vigoshop.si/app/uploads/2021/01/61-GYEIroXL._AC_SX522_-1-324x324.jpg,Profesionalni komplet za domače testenine RAVIOLIS
160,Božična preproga | SANTARUG,16.99,https://vigoshop.si/izdelek/christmas-tree-skirt-santarug/,https://vigoshop.si/app/uploads/2023/09/SANTARUG-FEATURED-IMG-min-324x324.jpg,Božična preproga | SANTARUG
161,Rokavice za streljanje pajkove mreže SPIDERGLOVE,15.99,https://vigoshop.si/izdelek/rokavice-za-streljanje-pajkove-mreze-spiderglove/,https://vigoshop.si/app/uploads/2022/09/SpiderGlove-Featured-Img-min-324x324.jpg,Rokavice za streljanje pajkove mreže SPIDERGLOVE
162,UV sesalnik za globinsko čiščenje tkanin | RAYCLEANER,32.99,https://vigoshop.si/izdelek/uv-vacuum-cleaner-for-deep-cleaning-of-fabrics-raycleaner-2/,https://vigoshop.si/app/uploads/2023/04/RAYCLEANER_1-3-324x324.jpg,UV sesalnik za globinsko čiščenje tkanin | RAYCLEANER
163,Držalo za telefon za vzvratno ogledalo | MIRIHOLD,15.99,https://vigoshop.si/izdelek/kosarica-drzalo-za-telefon-za-vzvratno-ogledalo-mirihold/,https://vigoshop.si/app/uploads/2022/12/Phone-Mirror-Support-Featured-Img-min-2-324x324.jpg,Držalo za telefon za vzvratno ogledalo | MIRIHOLD
164,Blazina za kolesarski sedež | CLOUDRIDE,23.99,https://vigoshop.si/izdelek/the-revolutionary-3d-air-bag-bicycle-seat-cushion-incredibly-versatile-2/,https://vigoshop.si/app/uploads/2023/04/3D-Air-Bag-Bicycle-Seat-Cushion-Featured-Img-min-324x324.jpg,Blazina za kolesarski sedež | CLOUDRIDE
165,ELEKTRIČNA VRTLJIVA KRTAČA ZA ČIŠČENJE | ROTOBRUSH,24.99,https://vigoshop.si/izdelek/electric-rotary-cleaning-brush-fin-technology-2022-rotobrush-2/,https://vigoshop.si/app/uploads/2023/01/ROTOBRUSH-1-324x324.jpg,ELEKTRIČNA VRTLJIVA KRTAČA ZA ČIŠČENJE | ROTOBRUSH
166,Čarobna raztegljiva cev za vodo | MAGICHOSE,18.99,https://vigoshop.si/izdelek/magic-extendable-hose-magichose-2/,https://vigoshop.si/app/uploads/2023/02/MAGICHOSE-1-324x324.jpg,Čarobna raztegljiva cev za vodo | MAGICHOSE
167,Voltmeter v obliki svinčnika | VOLTPEN,19.99,https://vigoshop.si/izdelek/pencil-voltmeter-2/,https://vigoshop.si/app/uploads/2023/01/Pencil-Voltmeter-Featured-Img-min-324x324.jpg,Voltmeter v obliki svinčnika | VOLTPEN
168,Vpojna in hitro sušeča kopalniška preproga | DROPSTOP,15.99,https://vigoshop.si/izdelek/vpojna-in-hitro-suseca-kopalniska-preproga-dropstop/,https://vigoshop.si/app/uploads/2022/01/DROPSTOP-1-1-324x324.jpg,Vpojna in hitro sušeča kopalniška preproga | DROPSTOP
169,Mini likalnik za lase | MINISTYLE,18.99,https://vigoshop.si/izdelek/mini-hair-straightener-ministyle/,https://vigoshop.si/app/uploads/2023/02/MINISTYLE-21-324x324.jpg,Mini likalnik za lase | MINISTYLE
170,4-delni komplet vodoodpornih LED solarnih vrtnih luči | EDGELIGHTS,18.99,https://vigoshop.si/izdelek/4-delni-komplet-vodoodpornih-led-solarnih-vrtnih-luci-edgelights-kopija/,https://vigoshop.si/app/uploads/2023/09/EDGELIGHTS-4-piece-set-324x324.jpg,4-delni komplet vodoodpornih LED solarnih vrtnih luči | EDGELIGHTS
171,Svetlobna risalna tabla | PIXY,17.99,https://vigoshop.si/izdelek/svetlobna-risalna-tabla-pixy/,https://vigoshop.si/app/themes/vigoshop-child-theme/assets/img/placeholder.png,Svetlobna risalna tabla | PIXY
172,Orodje za odstranjevanje plevela | PRONGSPRO,18.99,https://vigoshop.si/izdelek/blade5-weeding-rake-tool-2/,https://vigoshop.si/app/uploads/2023/07/PRONGSPRO-324x324.jpg,Orodje za odstranjevanje plevela | PRONGSPRO
173,Napihljiv stol za uporabo v vodi | AQUASEAT,19.99,https://vigoshop.si/izdelek/inflatable-chair-for-use-in-the-water-aquaseat-2/,https://vigoshop.si/app/uploads/2023/04/AQUASEAT_1-2-324x324.jpg,Napihljiv stol za uporabo v vodi | AQUASEAT
174,Set diamantnih nalepk DIY | SPARKPOPS,16.99,https://vigoshop.si/izdelek/diy-diamond-sticker-set-sparkpops/,https://vigoshop.si/app/uploads/2023/03/SPARKPOPS-FEATURED-IMG-min-2-324x324.jpg,Set diamantnih nalepk DIY | SPARKPOPS
175,Komplet 6 pisal z različnimi konicami z vzorčki PRINTPEN,24.99,https://vigoshop.si/izdelek/komplet-6-pisal-z-razlicnimi-konicami-z-vzorcki-printpen/,https://vigoshop.si/app/uploads/2022/07/PRINTPEN_UROS_IMAGE_SQUARE_V1-324x324.jpg,Komplet 6 pisal z različnimi konicami z vzorčki PRINTPEN
176,Čistilec tal v obliki črke X | MOPEX,17.99,https://vigoshop.si/izdelek/cistilec-tal-v-obliki-crke-x-mopex/,https://vigoshop.si/app/uploads/2023/04/banner-1-1-324x324.jpg,Čistilec tal v obliki črke X | MOPEX
177,Univerzalna prevleka za avtomobilske sedeže | CARFIT,23.99,https://vigoshop.si/izdelek/universal-car-seats-cover-carfit/,https://vigoshop.si/app/uploads/2023/07/CARFIT-4-324x324.jpg,Univerzalna prevleka za avtomobilske sedeže | CARFIT
178,"Čep, ki preprečuje neprijetne vonjave in lovi nesnago | CLOGFRESH",16.99,https://vigoshop.si/izdelek/cep-ki-preprecuje-neprijetne-vonjave-in-lovi-nesnago-clogfresh-kopija/,https://vigoshop.si/app/uploads/2023/02/CLOGFRESH-FEATURED-IMG-min-1-324x324.jpg,"Čep, ki preprečuje neprijetne vonjave in lovi nesnago | CLOGFRESH"
179,Vrhunski lupilec in rezalnik zelenjave in sadja  | MULTIPEELER,17.99,https://vigoshop.si/izdelek/vegetable-and-fruit-peeler-and-slicer-multipeeler-2/,https://vigoshop.si/app/uploads/2023/09/MULTIPEELER_UPSELL_FINAL-324x324.jpg,Vrhunski lupilec in rezalnik zelenjave in sadja  | MULTIPEELER
180,Vpojna in hitro sušeča kopalniška preproga | DROPSTOP 1+1,19.99,https://vigoshop.si/izdelek/vpojna-in-hitro-suseca-kopalniska-preproga-dropstop-11-gratis/,https://vigoshop.si/app/uploads/2022/04/gratis-324x324.jpg,Vpojna in hitro sušeča kopalniška preproga | DROPSTOP 1+1
181,Zložljiv nosilec za stenske police (2 kosa) | FOLDBOARD,18.99,https://vigoshop.si/izdelek/folding-bracket-for-wall-shelves-2-pieces-foldboard-2/,https://vigoshop.si/app/themes/vigoshop-child-theme/assets/img/placeholder.png,Zložljiv nosilec za stenske police (2 kosa) | FOLDBOARD
182,Mini dron z upravljanjem z roko FLASH,29.99,https://vigoshop.si/izdelek/rocno-voden-dron-flash/,https://vigoshop.si/app/uploads/2021/12/FLASH_IMAGE_WHITE_V1.jpg,Mini dron z upravljanjem z roko FLASH
183,PRENOSNI ELEKTRIČNI REZALNIK ZELENJAVE 4 V 1 | ROTOCHOP,24.99,https://vigoshop.si/izdelek/portable-electric-vegetable-cutter-4-in-1-2/,https://vigoshop.si/app/uploads/2023/02/PORTABLE-ELECTRIC-VEGETABLE-FEATURED-IMG-min-324x294.jpg,PRENOSNI ELEKTRIČNI REZALNIK ZELENJAVE 4 V 1 | ROTOCHOP
184,Udobne pajkice FLEECELEGY,20.99,https://vigoshop.si/izdelek/udobne-pajkice-fleecelegy/,https://vigoshop.si/app/uploads/2022/10/Comfortable-Chandeliers-Featured-Img-min-1-324x324.jpg,Udobne pajkice FLEECELEGY
185,Mini led projekcijska svetilka | NIGHTSPARK,17.99,https://vigoshop.si/izdelek/mini-led-projection-lamp-star-night-nightspark/,https://vigoshop.si/app/uploads/2023/07/NIGHTSPARK-FEATURED-IMG-min-324x324.jpg,Mini led projekcijska svetilka | NIGHTSPARK
186,Podaljšek majice | SHIRTASTIC,18.99,https://vigoshop.si/izdelek/shirt-extenders-shirtastic-2/,https://vigoshop.si/app/uploads/2023/03/Shirt-Extenders-Featured-Img-min-324x324.jpg,Podaljšek majice | SHIRTASTIC
187,Rokavice z LED osvetlitvijo na konicah prstov PARTY GLOVES,19.99,https://vigoshop.si/izdelek/rokavice-z-led-osvetlitvijo-na-konicah-prstov-party-gloves/,https://vigoshop.si/app/uploads/2020/09/71aILWmuFCL._AC_SL1200_-1-324x324.jpg,Rokavice z LED osvetlitvijo na konicah prstov PARTY GLOVES
188,Poletna obleka | BELLACHIC,24.99,https://vigoshop.si/izdelek/summer-dress-bellachic-2/,https://vigoshop.si/app/uploads/2023/04/BELLACHIC-FEATURED-IMG-min-324x324.jpg,Poletna obleka | BELLACHIC
189,Leteča vila Elsa FAIRYELSA,17.99,https://vigoshop.si/izdelek/leteca-vila-elsa-fairyelsa/,https://vigoshop.si/app/uploads/2023/10/gallery-4-1-324x324.jpg,Leteča vila Elsa FAIRYELSA
190,Laserski merilnik razdalje | LDM,29.99,https://vigoshop.si/izdelek/laser-distance-meter-ldm/,https://vigoshop.si/app/uploads/2023/04/Laser-Distance-Meter-Featured-Img-min-1-324x324.jpg,Laserski merilnik razdalje | LDM
191,Komplet čistilnih krtač za vrtalnik  (3 kosi) | DRILLBRUSH,17.99,https://vigoshop.si/izdelek/drill-brush-set-drillbrush-2/,https://vigoshop.si/app/uploads/2023/02/DRILLBRUSH-1-324x324.jpg,Komplet čistilnih krtač za vrtalnik  (3 kosi) | DRILLBRUSH
